"Codice fiscale
Steuernummer";"Repertorio
Repertoire";"Denominazione 
Bezeichnung";"Sezione (**)
Sektion";"Cognome Legale rapp.
Nachname Ges. Vertreter";"Nome Legale rapp.
Vorname Ges. Vertreter";"Rete 
Netzwerk";"Comune Sede legale
Gemeinsame Rechtssitz";"Provincia Sede legale
Provinz Rechtssitz";" 5x
1000";"Data Iscrizione
Anmeldedatum"
91028410925;43372;BE SCHOOL;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SAIU;GIOVANNI BATTISTA;No;VILLACIDRO;SU;Si;29/11/2022
02571830039;11961;BE SCHOOL S.R.L. IMPRESA SOCIALE;IMPRESE SOCIALI;VISCONTI;MAURIZIO;No;VIGEVANO;PV;Si;21/03/2022
91123860339;35352;BESIDE - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ROCCA;GIUSEPPE;No;PIACENZA;PC;Si;15/06/2022
90075000449;125011;BE SMART LANGUAGE CENTER ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;MARCOZZI;DANIELA;No;PORTO SAN GIORGIO;FM;No;11/12/2023
02799740648;13367;BE SOCIAL - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;AGLIONE;ROSA;No;SAN POTITO ULTRA;AV;No;21/03/2022
92038870124;112849;BESOZZIAMO A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FRATELLO;FRANCESCA;No;BESOZZO;VA;No;10/07/2023
94162110210;158432;BESSER SCHEITERN EO;ORGANIZZAZIONI DI VOLONTARIATO;HUBER;HANNES;No;CORNEDO ALL'ISARCO;BZ;Si;18/09/2025
10119660966;23766;BES - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;GRASSI;CARLA;No;MILANO;MI;No;21/03/2022
93116950663;164384;BEST APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BONANNI;IRENE;No;L'AQUILA;AQ;Si;10/02/2026
94064170155;2953;BEST HOUSE OF MUSIC APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SCARPULLA;FABRIZIO MASSIMILIANO;No;ORNAGO;MB;Si;17/06/2022
06264710960;132174;BESTUP BELLO EQUO E SOSTENIBILE RETE PER LA PROMOZIONE DELL'ABITARE SOSTENIBILE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SANTOVETTI;SABINA;No;ROMA;RM;Si;03/04/2024
92004650583;115303;BETA 91 O.D.V. PROTEZIONE CIVILE MONTECOMPATRI;ORGANIZZAZIONI DI VOLONTARIATO;SCIACQUA;ANDREA;No;MONTE COMPATRI;RM;No;07/11/2022
09705711001;23616;BETAFAST - SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;CENTI;LUCIANO;No;ROMA;RM;No;21/03/2022
93010920432;25608;BETANIA COOPERATIVA SOCIALE;IMPRESE SOCIALI;CAPPARUCCI;MARIO;No;MACERATA;MC;Si;21/03/2022
03964430924;17910;BETANIA COOPERATIVA SOCIALE DI TIPO A IN LIQUIDAZIONE;IMPRESE SOCIALI;PITTAU;CATERINA LUIGINA;No;GUSPINI;SU;No;21/03/2022
93249200234;57970;BETANIA FRANCESCANA DI VERONA ODV;ORGANIZZAZIONI DI VOLONTARIATO;TEZZA;MARIA CRISTINA;No;VERONA;VR;Si;20/10/2022
92037740443;51553;BETANIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;BIANCHINI;EMILIO;No;ASCOLI PICENO;AP;Si;03/10/2022
95016840837;77862;BETANIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;RIGAMO;VINCENZO;No;GALATI MAMERTINO;ME;Si;19/09/2025
03153580729;14921;BETANIA - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;;;No;RUVO DI PUGLIA;BA;No;21/03/2022
05549950656;20652;BETANIA - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;AMBRUNZO;MICHELANGELO;No;SCAFATI;SA;No;21/03/2022
00544340763;3989;BETANIA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CASTELLI;NADIA;No;POTENZA;PZ;Si;21/03/2022
01524560347;6698;"""BETANIA SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA - ETS""";IMPRESE SOCIALI;STEFANINI;PIETRO;No;PARMA;PR;Si;21/03/2022
93046130634;25632;BETANIA - SOCIETA' COOPERATIVA SOCIALE - ONLUS;IMPRESE SOCIALI;DE ANGELIS;GIORGIO;No;AFRAGOLA;NA;No;21/03/2022
03140200969;14867;BETANIA SOCIETA' COOPERATIVA SOCIALE - O.N.L.U.S.;IMPRESE SOCIALI;POZZOLI;MONICA;No;MONZA;MB;Si;21/03/2022
95042520247;25734;BETANIA - SOCIETA'  DI MUTUO SOCCORSO A R.L.;SOCIETA' DI MUTUO SOCCORSO;MENEGHETTI;GIANNI;No;PADOVA;PD;No;21/03/2022
17184691008;114107;BETA SERVICE SOCIETA' COOPERATIVA;IMPRESE SOCIALI;PASCAZI;UGO;No;TIVOLI;RM;No;24/05/2023
02566350233;43966;BETA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;ANTONINO;LAURA;No;BUSSOLENGO;VR;No;09/08/2022
95239380108;131378;BET-EL GENOVA CENTRO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;IBARRA DE ECHALAR;RUTH JEANETH;No;GENOVA;GE;No;12/02/2024
94654880155;162599;BET - EL MONZA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;JARRIN YAUCEN;MARGARITA;No;MONZA;MB;No;11/12/2025
02333550990;10504;BETEL SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;MARCHESE;GUIDO;No;GENOVA;GE;No;21/03/2022
93041540639;70841;BETESDA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GENOVA;ANTONIO;No;CASAVATORE;NA;Si;07/11/2022
10337170012;23851;BETESDA  SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;LATTUCHELLA;DAVIDE;No;TORINO;TO;Si;21/03/2022
06274160651;146841;BETHEL A.S.D.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CARBONE;DAMIANO;No;BATTIPAGLIA;SA;No;11/02/2025
98223500178;107556;BETHEL CIEL OUVERT ODV;ORGANIZZAZIONI DI VOLONTARIATO;BIANOU;NELLY MAWUPEMON;No;BORGOSATOLLO;BS;No;23/05/2023
04565640754;19141;BETHEL - COOPERATIVA SOCIALE ONLUS;IMPRESE SOCIALI;MANCA;MARIA GLORIA;No;NARDO';LE;Si;21/03/2022
04584570719;167510;BETHEL ITALIA MULTISERVIZI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;BONDESAN;GIOVANBATTISTA;No;FOGGIA;FG;No;16/02/2026
90096210084;32741;BETHEL ODV;ORGANIZZAZIONI DI VOLONTARIATO;BONACCORSO;SARA;No;BORDIGHERA;IM;Si;30/05/2022
98143920787;140304;BETHEL PER IL SOCIALE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NAPPO;GIUSEPPE;No;COSENZA;CS;Si;18/07/2024
91586880154;934;BETHESDA AMA IL TUO PROSSIMO;ALTRI ENTI DEL TERZO SETTORE;GENTILE;ORAZIO;No;SEGRATE;MI;Si;21/02/2022
97952980155;131815;BETH-EZER APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;POLLASTELLA;DANIELE;No;ROZZANO;MI;Si;08/03/2024
95331810630;151641;BETH LEHEM CASA DEL PANE ASSOCIAZIONE ETS;ALTRI ENTI DEL TERZO SETTORE;MONTAGNA;RAFFAELE;No;NAPOLI;NA;Si;30/05/2025
02044120760;27627;BETLEMME - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CAPUTO;MICHELE;No;POTENZA;PZ;No;06/04/2022
91029420311;111674;BETLEM ODV;ORGANIZZAZIONI DI VOLONTARIATO;SPAZZALI;FRANCESCO;No;GORIZIA;GO;Si;25/08/2023
05341720653;20348;BETLEM  SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;INGENITO;MARIANNA;No;BATTIPAGLIA;SA;No;21/03/2022
90048320445;152389;BET SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PIMPINICCHI;RITA;No;FERMO;FM;Si;01/04/2025
90087320405;144789;BETTA NEL CUORE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GROTTI;MATTEO;No;SOGLIANO AL RUBICONE;FC;Si;12/11/2024
97913010589;148067;BETTER LIFE TEAM ETS;ALTRI ENTI DEL TERZO SETTORE;BIONDI;Andrea;No;MONTEROTONDO;RM;Si;20/03/2025
90067310020;113910;BETTER PLACES APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BIASETTI;LUCA;No;BIELLA;BI;No;23/05/2023
91155050155;157440;BETTER SLEEP SOCIETY ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;SALA;ANDREA;No;SEREGNO;MB;Si;27/08/2025
01996970479;27617;BETTER SOCIAL SOCIETA' COOPERATIVA SOCIALE IN FORMA ABBREVIATA BETTER SOCIAL SOC. COOP. SOCIALE;IMPRESE SOCIALI;PIERACCINI;LORENZO;No;PISTOIA;PT;Si;06/04/2022
15518631005;25096;BETTER TOMORROW SOCIETA' A RESPONSABILITA' LIMITATA;IMPRESE SOCIALI;IANNONE;EMILIANO;No;NETTUNO;RM;No;21/03/2022
91133850338;158187;BETTOLA EVENTI5-APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RIGOLLI;LORENZO;No;BETTOLA;PC;No;12/09/2025
95080660129;86805;BETTY BOYS ODV;ORGANIZZAZIONI DI VOLONTARIATO;BUZZI;ANNA ABER;No;VARESE;VA;Si;07/11/2022
04708170875;19380;BETTY'S GAMES SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;NIELSEN;MICHAEL ENGELBRECHT;No;CATANIA;CT;Si;21/03/2022
04383990407;18841;BETWEEN SOCIETA' COOPERATIVA SOCIALE - IMPRESA SOCIALE;IMPRESE SOCIALI;ANGELINI;ARIANNA;No;SAVIGNANO SUL RUBICONE;FC;No;21/03/2022
91055960545;144338;BEVAGNA FUTURA ETS;ALTRI ENTI DEL TERZO SETTORE;RONCI;MIRCO;No;BEVAGNA;PG;No;20/03/2025
94027310211;103627;BEWEGUNG FUER DAS LEBEN SUEDTIROL VEREIN ZUR FOERDERUNG DES GEMEINWESENS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TSCHOLL;HILDEGARD;No;MERANO;BZ;Si;27/02/2023
96594310581;146995;BE WILD OUTDOOR EXPERIENCE ASD APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MONTANARELLA;GIANFRANCO;No;ROMA;RM;No;31/01/2025
93448890728;1503;BEYOND BORDERS ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;DI CORATO;ROCCO;No;ORTA NOVA;FG;Si;21/02/2022
92182320900;149340;BEYOND BY NOW APS-ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PISANO;MAURO GIUSEPPE SALVATORE;No;SASSARI;SS;Si;12/05/2025
02970040800;14209;BEYOND SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;LOPEZ;RENATO;No;REGGIO CALABRIA;RC;No;21/03/2022
96597630589;141262;BEYOND TALKS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BARBARUOLO;ALESSIA;No;ROMA;RM;No;05/09/2024
94180450549;27319;BEYOND WHAT THEY SELL;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SILVESTRI;CHIARA;No;PERUGIA;PG;Si;10/06/2022
92276280283;137092;BE YOU ASD APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BETTELLA;MARIA LUISA;No;PADOVA;PD;No;19/06/2024
02297430213;85114;BEYOUNG APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SIVIERI;MARCO;No;BOLZANO;BZ;No;24/02/2023
09788891001;23650;B.F. DENTAL SOCIETA' COOPERATIVA IN LIQUIDAZIONE;IMPRESE SOCIALI;BUNIVA;STEFANO;No;ROMA;RM;No;21/03/2022
11135520010;24142;B.FEDERICO ALBERT - SOCIETA' COOPERATIVA SOCIALE ONLUS;IMPRESE SOCIALI;IPPOLITO;STEFANO;No;LANZO TORINESE;TO;Si;21/03/2022
92055520446;46830;B&F FOUNDATION ASSOCIAZIONE DI PROMOZIONE SOCIALE IN BREVE B&F FOUNDATION APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CICCOLA;MARCO;No;ASCOLI PICENO;AP;Si;06/09/2022
90037340396;35183;B-FIT ASSOCIAZIONE SPORTIVA DILETTANTISTICA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PANARITI;MASSIMO;No;FAENZA;RA;Si;15/06/2022
03924150927;27867;BFLAT SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;COCO;MARCOTULLIO;No;CAGLIARI;CA;No;06/04/2022
92118310801;91256;B - FORMAZIONE ETS;ALTRI ENTI DEL TERZO SETTORE;FALCONE;PAOLO;No;REGGIO DI CALABRIA;RC;No;10/01/2023
91031210015;143256;B-FREE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA DI PROMOZIONE SOCIALE ENTE DEL TERZO SETTORE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RAGONA;GAETANO DANILO;No;GASSINO TORINESE;TO;Si;30/10/2024
02267000905;10184;BFREE COOPERATIVA DI SOLIDARIETA' SOCIALE SOCIETA' COOPERATIVA SOCIALE A R.L.;IMPRESE SOCIALI;MANUEDDA;TAMARA;No;CASTELSARDO;SS;Si;21/03/2022
03062340348;129347;BF SERVIZI SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE;IMPRESE SOCIALI;FIUMARA;DOMENICO;No;PARMA;PR;No;21/12/2023
03937961203;35058;B & G - BAMBINI E GENITORI PIANORO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CASARINI;LUCA;No;PIANORO;BO;No;15/06/2022
07533120726;22408;BGM SERVIZI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;;;No;CONVERSANO;BA;No;21/03/2022
95265020164;154101;BG ROCK ETS;ALTRI ENTI DEL TERZO SETTORE;BONACORSI;GIORGIO;No;BERGAMO;BG;No;16/05/2025
04709840401;125267;B.G. S.R.L. IMPRESA SOCIALE;IMPRESE SOCIALI;BUCCI;GIORGIA;No;VERUCCHIO;RN;Si;31/10/2023
03919010920;27865;BGV COSTRUZIONI E SERVIZI SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SECCI;BRUNO;No;VILLAMASSARGIA;SU;No;06/04/2022
97975180585;73412;B-HOP;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FALCONE;FABRIZIO;No;ROMA;RM;Si;07/11/2022
92326230288;138092;BHORN TO BE WILD ODV;ORGANIZZAZIONI DI VOLONTARIATO;MILESCHI;JULIEN;No;PADOVA;PD;Si;05/08/2024
90130080279;106810;BHRAMARI CENTRO YOGA SATYANANDA VENEZIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MAINARDI;MARISA;No;VENEZIA;VE;No;20/03/2023
90078610103;38599;BHUMI ECOFARM APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CARAZZATO;GAIA;No;PONTINVREA;SV;Si;11/07/2022
91145410725;156584;BIAFRAN LIAISON OFFICE ITALY ODV;ORGANIZZAZIONI DI VOLONTARIATO;NIWIBOKO;ANTHONY NWANNEBUIKE;No;SANTERAMO IN COLLE;BA;No;24/07/2025
91019860765;152599;BIAGIO-ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FERRARO;BIAGIO;No;LAGONEGRO;PZ;No;28/05/2025
91187520407;46373;BIAGIO ODV;ORGANIZZAZIONI DI VOLONTARIATO;BIAGETTI;MAURIZIO;No;RIMINI;RN;Si;22/09/2022
93150200421;48472;BIAGIO'S GROUP -AMICI IN FUGA - ORGANIZZAZIONE DI VOLONTARIATO;ORGANIZZAZIONI DI VOLONTARIATO;GIOACCHINI;PAOLA;No;FALCONARA MARITTIMA;AN;Si;06/09/2022
90004370129;82272;BIANCA GARAVAGLIA ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;CARNAGHI;FRANCESCA;No;BUSTO ARSIZIO;VA;Si;25/11/2022
07721330723;22578;BIANCAMANO SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PERILLO;ANITA PASQUA;No;ALTAMURA;BA;No;21/03/2022
92025010239;140312;BIANCA NEL CUORE A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GHIRO;MONICA;No;SAN BONIFACIO;VR;Si;23/08/2024
06777290724;21873;BIANCANEVE E I 7 NANI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CASUCCI;VINCENZO;No;ACQUAVIVA DELLE FONTI;BA;Si;21/03/2022
05617320634;20748;"""BIANCANEVE IMPRESA SOCIALE S.R.L.""";IMPRESE SOCIALI;SFORZA;CUONO;No;ACERRA;NA;No;21/03/2022
01784790568;8031;"""BIANCANEVE - SOCIETA' COOPERATIVA SOCIALE";IMPRESE SOCIALI;MATTEI;VLADIMIRO;No;RONCIGLIONE;VT;No;21/03/2022
04730590876;19411;BIANCA RICAMI & DESIGN SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MILAZZO;MARINELLA;No;BIANCAVILLA;CT;No;21/03/2022
02029100902;145933;BIANCA SOCIETA' COOPERATIVA SOCIALE A R.L.;IMPRESE SOCIALI;SPANU;ANTONIA;No;URI;SS;No;15/11/2024
01460170440;6407;BIANCAZZURRO SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;DI SERAFINO;SABATINO;No;SAN BENEDETTO DEL TRONTO;AP;No;21/03/2022
07019300727;22059;BIANCHI MARE' SERVICE S.R.L. IN LIQUIDAZIONE;IMPRESE SOCIALI;ROSSINI;DOROTEA;No;MOLFETTA;BA;No;21/03/2022
92086750137;145437;BIANCO KIRA ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SANGALLI;ROBERTA;No;OLGINATE;LC;Si;12/11/2024
92057650423;141990;BIANCONIGLIO A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CICCACCI;FEDERICO;No;FABRIANO;AN;Si;26/09/2024
01672850292;153726;BIANCONIGLIO ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ZESE;MIRCO;No;FIESSO UMBERTIANO;RO;Si;05/06/2025
04263820757;18601;BIANCONIGLIO SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;GUIDO;SARA;No;ARADEO;LE;No;21/03/2022
92106290643;47377;BIANCOVERDI INSUPER...ABILI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI BLASI;EMILIA;No;ATRIPALDA;AV;Si;09/09/2022
91019100394;35291;BIART GALLERY APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GOLIA;PASQUALE DOMENICO;No;BAGNACAVALLO;RA;No;15/06/2022
92147700493;156824;BIBBONA LAB-APS ;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VENDALI;MARCO;No;BIBBONA;LI;Si;11/11/2025
98016660155;167159;BIB ETS;ALTRI ENTI DEL TERZO SETTORE;RICCI;FEDERICA;No;MILANO;MI;Si;11/03/2026
03014170132;153417;BIBI BANDA BREGNANO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DUBINI;ANGELO;No;BREGNANO;CO;No;07/05/2025
04745850612;121928;BI.BI.TE. SOCIETA' COOPERATIVA SOCIALE A R.L. - E.T.S.;IMPRESE SOCIALI;CIARDIELLO;SALVATORE;No;CONCA DELLA CAMPANIA;CE;No;30/08/2023
92023080432;90494;BIBLIHOSPICE ODV;ORGANIZZAZIONI DI VOLONTARIATO;MARQUES PINTO;AYRES;No;ESANATOGLIA;MC;No;22/12/2022
92285970288;55624;BIBLIOAMAT ODV;ORGANIZZAZIONI DI VOLONTARIATO;LOMBELLO;DONATELLA;No;SELVAZZANO DENTRO;PD;No;13/10/2022
91341400371;37719;BIBLIOBOLOGNA. CITTADINI PER LE BIBLIOTECHE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PEDERZINI;MONICA;No;BOLOGNA;BO;Si;05/07/2022
94034800139;37985;BIBLIOCULTURA 2.0 - VOLONTARI BIBLIOTECA DI LOMAGNA ODV;ORGANIZZAZIONI DI VOLONTARIATO;MANGANINI;PIERANGELO;No;LOMAGNA;LC;No;05/07/2022
93067390208;117334;BIBLIOFFICINA - ODV;ORGANIZZAZIONI DI VOLONTARIATO;MODUGNO;LUCREZIA;No;MANTOVA;MN;Si;12/06/2023
92079530397;82048;BIBLIO FOR SPORT ODV;ORGANIZZAZIONI DI VOLONTARIATO;RICCI;LAURA;No;RAVENNA;RA;Si;25/11/2022
02290110218;10286;BIBLIOGAMMA - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;TRATTER;STEPHAN;No;MERANO;BZ;No;21/03/2022
92050600136;57664;BIBLIO HOSPITALIS BIBLIOTECA DELL'OSPITALITA' ODV;ORGANIZZAZIONI DI VOLONTARIATO;DOLCINI;MARCO;No;LECCO;LC;No;17/10/2022
07874410017;22695;BIBLIO IDE@ SOCIETA' COOPERATIVA SOCIALE SIGLABILE BIBLIO IDE@S.C.S.;IMPRESE SOCIALI;;;No;TORINO;TO;No;21/03/2022
92172700343;55433;BIBLIOMONDO FAMIGLIE VOLONTARIE-APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PASSERINI;VANJA;No;PARMA;PR;Si;13/10/2022
96068750189;120456;BIBLIONS-BIBLIOTECA PER IL BAMBINO E L'ADULTO OSPEDALIZZATO;ORGANIZZAZIONI DI VOLONTARIATO;MARIANI;ANNAMARIA;No;TRAVACO' SICCOMARIO;PV;No;07/01/2023
93038630146;163322;BIBLIOS APS ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CIOCCARELLI;MAURO;No;APRICA;SO;No;23/01/2026
80006730875;157953;BIBLIOTECA CIVICA ED ANTONIO URSINO RECUPERO ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;TRANTINO;ENRICO;No;CATANIA;CT;No;04/09/2025
97831120155;105551;BIBLIOTECA  DEI GIOCHI ODV;ORGANIZZAZIONI DI VOLONTARIATO;CHIESA;MASSIMILIANO;No;COLOGNO MONZESE;MI;No;09/03/2023
97024280824;107251;BIBLIOTECA DELLE DONNE E CENTRO DI CONSULENZA LEGALE UDIPALERMO ETS;ALTRI ENTI DEL TERZO SETTORE;PASINATI;MARIA;No;PALERMO;PA;Si;05/07/2023
96549660585;149140;BIBLIOTECA DEL VELTRO - BIBLIOTECA DELLE SCIENZE E TRADIZIONI COMPARATE;ALTRI ENTI DEL TERZO SETTORE;SCIARRA;Emiliano;No;FORMELLO;RM;No;07/04/2025
96612810588;149407;BIBLIOTECA DI NERONE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RAK;MICHELE;No;ROMA;RM;No;25/03/2025
94055250487;64727;BIBLIOTECA DI PACE ASSOCIAZIONE DI PROMOZIONE SOCIALE ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BELLAVIA;CALOGERO FRANCESCO;No;FIRENZE;FI;No;02/11/2022
94256010482;74472;BIBLIOTECA DI STRADA IN CHIANTI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CHELLINI;LUCIA;No;GREVE IN CHIANTI;FI;No;07/11/2022
93003210502;60711;BIBLIOTECA FRANCO SERANTINI ISTITUTO DI STORIA SOCIALE DELLA RESISTENZA E DELL'ETA' CONTEMPORANEA DELLA PROVINCIA DI PISA APS ;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BERTOLUCCI;FRANCO;No;SAN GIULIANO TERME;PI;Si;25/10/2022
01447750389;2192;BIBLIOTECA ILEANA ARDIZZONI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PAGANELLI;VALERIA;No;CENTO;FE;No;15/03/2022
93044900657;148855;BIBLIOTECA LU VUCENANZO A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;D'AIUTO;ROCCO VINCENZO;No;GIOI;SA;Si;25/03/2025
92170440926;143905;BIBLIOTECA MULTIMEDIALE DELLA SARDEGNA ODV;ORGANIZZAZIONI DI VOLONTARIATO;MURRU;MARCO;No;CAGLIARI;CA;Si;08/08/2025
91012030515;121416;BIBLIOTECA PANNILUNGHI-FONTANA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FONTANA;ELDA;No;PIEVE SANTO STEFANO;AR;Si;02/10/2023
97959930583;80405;BIBLIOTECA PER LA NONVIOLENZA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TAURINO;DANIELE;No;FIUMICINO;RM;Si;27/11/2023
96049530783;125727;BIBLIOTECA PIETRO DE SETA ETS;ALTRI ENTI DEL TERZO SETTORE;DE SETA;PIETRO;No;FUSCALDO;CS;Si;20/01/2024
11280500155;40119;BIBLIOTECA POPOLARE DI RHO A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PENNETTA;ANNIBALE;No;RHO;MI;Si;21/07/2022
93096080382;34665;BIBLIOTECA POPOLARE GIARDINO ODV;ORGANIZZAZIONI DI VOLONTARIATO;CHENDI;ARIANNA;No;FERRARA;FE;Si;15/06/2022
97565770159;38973;BIBLIOTECHE OGGI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BELOTTI;MASSIMO;No;MILANO;MI;Si;14/07/2022
91394210370;35620;BIBLIOTECHIAMO-APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ZUCCHELLI;GIUDITTA;No;SAN GIOVANNI IN PERSICETO;BO;Si;15/06/2022
94064540217;159884;BIBLIOTHEK BRANZOLL EO;ORGANIZZAZIONI DI VOLONTARIATO;PIZZINI;MARGOT RUDOLFINE;No;BRONZOLO;BZ;Si;16/10/2025
94009010219;66939;BIBLIOTHEK KULTUREN DER WELT EO/ BIBLIOTECA CULTURE DEL MONDO ODV;ORGANIZZAZIONI DI VOLONTARIATO;CILIBERTO;SABINE;No;BOLZANO;BZ;Si;07/11/2022
94010870213;72826;BIBLIOTHEKSDIENST BOZEN;ASSOCIAZIONI DI PROMOZIONE SOCIALE;STOCKER;MARTHA;No;BOLZANO;BZ;No;07/11/2022
94003280214;73765;BIBLIOTHEKSVERBAND SUEDTIROL KDS;ALTRI ENTI DEL TERZO SETTORE;HOCHRAINER;KARIN;No;BOLZANO;BZ;Si;07/11/2022
90059930025;40033;BI-BOX APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FINIGUERRA;IRENE;No;BIELLA;BI;Si;15/07/2022
94050610222;147889;BIC DEL SOCIALE ETS;ALTRI ENTI DEL TERZO SETTORE;ROMITO;PAOLO;No;ROVERETO;TN;Si;07/02/2025
02677580025;27703;BICICLO - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PIVARO;PIER CARLO;No;BIELLA;BI;No;06/04/2022
92026620663;93902;BICINCONTRIAMOCI-SULMONA;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CELLITTI;ANTONIO;No;INTRODACQUA;AQ;Si;31/03/2023
92120050346;36955;BICINSIEME APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CALESTANI;ANDREA;No;PARMA;PR;Si;30/06/2022
